14300000	203000000	"push button"
14300000	153000000	"get money"
11200000	9020000000	"done"
4610000	41800000	"take money"
4250000	44100000	"press the button"
3260000	21700000	"push the button"
1180000	31500000	"get item"
436000	55300000	"select product"
421000	23800000	"select a product"
369000	34600000	"put money in"
340000	294000000	"remove item"
332000	10300000	"get product"
296000	3520000	"find change"
291000	332000000	"decide what you want"
217000	85000000	"press button"
217000	517000000	"choose what you want"
172000	1680000	"insert coins"
167000	2570000	"press code"
137000	33900000	"select item"
107000	24600000	"make selection"
81100	8910000	"pick up item"
80000	168000	"feel thirst"
77400	18600000	"choose product"
77200	3560000	"count money"
61000	1080000	"press number"
57600	5340000	"enter product code"
41800	1490000	"buy machine"
38300	49800000	"pick up your item"
28300	2130000	"look for money"
26200	2290000	"recieve item"
26100	703000	"take change"
25800	3910000	"find machine"
25600	1190000	"choose item"
19400	9580000	"type in code"
18300	3540000	"retrieve product"
17100	3920000	"put in money"
11900	884000	"look at code"
11100	892000	"press selection"
10700	8870000	"pick up product"
9180	574000	"consume the product"
8730	851000	"find vending machine"
6660	903000	"insert change"
6620	8120000	"get your change"
6580	765000	"insert money"
6490	276000000	"put in the money"
6230	402000	"collect change"
4120	723000	"choose goods"
3760	170000	"take out goods"
2900	651000	"select desired item"
2500	944	"aquire change"
2420	33000000	"decide what you want to buy"
2010	2480000	"go to a vending machine"
1750	51000	"locate coins"
1470	1470000	"approach machine"
1460	55400	"put in coin"
1260	60200	"grabbing the item"
1240	3490000	"putting in a dollar"
1040	54	"retreive selection"
896	0	"choose vendindg machine"
711	988	"recieving your change"
525	11200000	"select item you want"
522	23500	"go to vending machine"
246	313	"walk towards machine"
150	7980000	"take out your item"
121	106000	"press selection button"
42	223000	"place money in the machine"
32	3160	"identify vending machine"
26	88400	"take money from pocket"
26	775	"press desired selection"
26	0	"remove item from tray"
21	2480	"put money in vending machine"
20	5770	"put coins in slot"
19	19900	"locate vending machine"
18	29500	"put money in machine"
16	55	"select correct product code"
16	347	"collect change if any"
15	16800	"identify desired product"
12	3830	"determine desired product"
11	269000	"select item to buy"
10	63	"insert money into machine"
10	0	"wait for product to drop"
10	0	"press the button for the product"
5	0	"take your change if any"
5	0	"take the product from the machine"
5	0	"retrieve product from vending machine"
5	0	"put coins into machine"
5	0	"insert correct amount of change"
0	660	"put money into vending machine"
0	0	"watch item fall"
0	0	"wait for goods to drop"
0	0	"take out required money"
0	0	"take item from machine"
0	0	"selecting what food/drink you want"
0	0	"select that item on the screen"
0	0	"select object to be bought"
0	0	"select an item by pushing it s button"
0	0	"see how much item costs"
0	0	"reach into flap"
0	0	"put in correct amount of money"
0	0	"put correct money in slot"
0	0	"put change in machine"
0	0	"push button retrieve item bought"
0	0	"place money in vending machine"
0	0	"place correct amount of money in machine"
0	0	"open slot to remove item  enjoy"
0	0	"open door and grab item"
0	0	"obtain purchased item"
0	0	"obtain change (if necessary)"
0	0	"make selection by pressing appropriate buttons"
0	0	"locate necessary funds to purchase item"
0	0	"listen for item to drop"
0	0	"internally choose product"
0	0	"insert the right money"
0	0	"insert funds into vending machine for desired item"
0	0	"identify price of product"
0	0	"get item from dispenser"
0	0	"determine item to purchase"
0	0	"depress button indicating desired item"
0	0	"decide on what item you want to puchase"
0	0	"choose the product you wish to have"
0	0	"change paper money into coin"
