11	4360	"dispose of empty can"
0	0	"find the dog s food bowl"
0	0	"look into pitiful hungry eyes"
3290	198000	"measure the food"
16	0	"open dog food can"
16	0	"put dog food in bowl"
0	0	"wait for the dog s meal time"
13	93100	"find measuring cup"
973	60000	"sweep up crumbs"
392000	2660000	"feed dogs"
16	9	"pour some into the dish"
28400	551000	"call dog"
0	0	"get dogs bowl"
236	8530	"put water in bowl"
0	0	"first you find the dog food"
16	0	"give food for the dog"
0	0	"put water into the dog s water bowl"
0	0	"put food in pet dish"
0	0	"put the food in the dog dish"
0	0	"pour food into bowel"
555	396000	"give food to the dog"
30000	1850	"call the dag"
0	0	"measure out food into dish"
3170	3840000	"get the dog food"
76800	2240000	"get a bowl"
0	0	"put dogs food in bowl"
0	0	"identify dog dish"
5	495	"put the tin in the bin"
0	0	"remove dog food from it s storage area"
0	0	"give bowl to dog"
695000	3520000	"give water"
0	0	"notify dog of food availability"
0	0	"get can of petfood"
719	48200	"scoop out the food"
0	0	"pour food into dog s bowl"
25200	1270000	"locate food"
10	0	"pour water into the water bowl"
10	0	"place bowl on the floor"
0	0	"open dogs food"
143000	35200000	"take out food"
0	0	"and than you walk to the dog"
10	213	"pour it into the dog dish"
10400	8940000	"get dog food"
21	0	"open can of petfood"
0	0	"than you poor it in the bowl"
10	1270	"pour food into bowl"
48	14800	"place a bowl on the ground"
696	4740	"tip the bag over"
0	2	"call the dog to come and eat"
11	4300	"put dog food in a bowl"
17500	474000	"get bowl"
44600	254000	"locate dog"
2070	281000	"open dog food"
21	39100	"take out dog food"
208000	6780000	"dog eats"
0	0	"get food from cupboard"
37	0	"take out food dish"
80400	4650000	"open the bag"
21	7110	"put food in bowl"
32	74200	"take out the dog food"
0	0	"measure the correct amount of dog food"
0	0	"call dog to bowl"
0	0	"pour some dog food into the dish from the bag"
5	0	"open up the dog food bag"
37	102000	"find dog dish"
0	0	"put the pet foods in a bowl"
0	88	"put the dog food on a plate"
5	0	"go to dog bowl"
7390	624000	"scoop food"
5	0	"catch the pet dog"
0	0	"put dog food into the dog s food bowl"
24	50500	"clean dog dish"
3000000	5080000000	"walk"
5	0	"find the dog s water bowl"
0	0	"put the dog food into the dog bowl"
0	0	"put the full food dish in front fo the dog"
0	0	"fill food dish with dog food"
5	0	"put food in dog s bowl"
16	7130	"find the dry food"
791000	22000000	"buy food"
21	796	"get a tin of dog food"
0	0	"call the dog to where the plate is"
0	0	"locate dogs bowl"
0	0	"place some food into the food bowl"
26	1030	"pour food in the bowl"
5	77	"put the food in container"
64900	2080000	"open food"
0	0	"place dog food dish on the floor"
397000	4780000	"feed dog"
5	0	"remove food from  pantry"
10	2570	"open the dog food bag"
0	859	"pour it in the dog bowl"
0	0	"alert dog that food is in dish"
0	0	"encourage dog to eat food"
0	659	"place food in dish"
0	0	"pour the dry food into the dog dish"
16	56100	"identify dog food"
0	148	"put the tin opener away"
0	0	"put bag of food away"
410000	0	"feed dpog"
24	10800	"get a tin opener"
0	0	"place bows in the dog s usual meal spot"
267	14500	"pour the contents into the bowl"
172000	1830000	"prepare the food"
2420	52800	"call the dog over"
0	0	"add water to the water bowl if it is not almost full"
0	0	"carry the dog food to the dish"
40900	1740000	"pet the dog"
0	0	"put food tin in the bin"
0	0	"pour specified quantity of dog food into dog dish"
0	0	"put dog food in dogs bowl"
0	0	"ensure pet dog has access to the dish"
0	0	"pour dog food into the dish until it is full"
4350000	27500000	"get food"
0	0	"give bowl to pet"
32100	1620000	"pet a dog"
1170	8120	"put bowl back"
0	0	"get the dog s food dish"
0	0	"put some dog food into the food bowl"
28600	1500000	"call the dog"
0	0	"place the bowl near the dog"
0	0	"put dog food into dog food dish"
18100	1260000	"place in bowl"
267	7220	"open a bag of dog food"
14	1930	"use the can opener to open the can"
6560	637000	"open the tin"
20	6620	"find the canned food"
324000	3570000	"feed the dog"
8350	8910000	"find dog food"
22000	2310000	"locate pet"
0	0	"put measured dog food in dog food bowl"
517	90500	"take pet food"
119000	6130000	"take the food"
0	0	"find the dog s food"
0	0	"put food bag away"
989	13700	"place the dish on the floor"
5	0	"put petfood in bowl"
0	0	"than you get it bowl"
17	505000	"carry it to the bowl"
