79600000	301000000	"sit down"
36900000	9050000000	"pay"
24000000	103000000	"Drive away"
21300000	3510000000	"eat"
8590000	33900000	"eat food"
8180000	36300000	"go inside"
7210000	9510000000	"leave"
4380000	27600000	"get food"
3880000	108000000	"place an order"
3580000	23900000	"wait in line"
3430000	19800000	"get fat"
3180000	13900000	"Stand in line"
3110000	13900000	"stand in line"
2630000	20400000	"order food"
2480000	14500000	"get in line"
1990000	8790000	"take a number"
1100000	5010000	"Eat at home"
1090000	117000000	"make payment"
654000	452000000	"place order"
499000	22400000	"pay the bill"
359000	12400000	"eat the food"
303000	6630000000	"wait"
286000	342000000	"decide what you want"
270000	7950000	"get the food"
256000	482000000	"look at the menu"
180000	60600000	"I order it"
180000	15900000	"Park car"
179000	3600000	"receive food"
170000	534000	"recieve food"
147000	114000000	"Get my order"
117000	2880000	"go to restaurant"
116000	3710000	"pay for food"
108000	22400000	"get your drink"
103000	24700000	"make selection"
98200	2640000	"consume food"
80300	2010000	"wait for food"
70400	118000000	"pick up order"
52600	1230000	"eat meal"
52100	28900000	"eat my food"
50000	1140000	"enter restaurant"
45800	1860000	"find table"
44000	232000000	"Pay for the food"
43900	31500000	"decide what to eat"
35100	3080000	"go to table"
32200	1540000	"look at prices"
29800	1680000	"count change"
26600	79300000	"walk up to the counter"
24800	15500000	"and pay bill"
20600	1240000	"go to counter"
18300	39	"Walk into the reasturant"
17200	871000	"dispose of trash"
15200	19600000	"eat in the car"
14100	7460000	"order my food"
13600	505000	"dispose of garbage"
13600	2020000	"clear tray"
13500	1260000	"take receipt"
11500	5760000	"Seat at a table"
8270	10500000	"Wait for my order"
7930	497000	"order a hamburger"
7250	3470000	"leave store"
7170	23900000	"clean my hands"
6830	212000	"look at menu"
6640	1160000	"pay for order"
5890	5260000	"stand off to the side"
5680	3540000	"I decide what i want"
5600	448000	"find somewhere to sit"
4810	374000	"order french fries"
4770	1620000	"except order"
4290	42500	"get condiments"
3960	1050000	"sit down at table"
3920	93500	"order at counter"
3680	82100000	"walk to the counter"
3340	29000000	"move to a table"
3090	193000	"exit the place"
2730	1900000	"decide on what to order"
2660	148000	"return tray"
2280	136000	"go to cashier"
2140	9680000	"take your cup"
1880	1480000	"Keep my receipt"
1770	82700	"pay at counter"
1700	465000	"find the end of the line"
1700	23300000	"check my pocket"
1670	3920000	"pay for the food and drinks"
1630	57500	"walk into restaurant"
1560	74400000	"Drive up to the window"
1420	1010000	"wait for order"
655	162000	"then eat slowly"
479	10800	"collect utensils"
153	11800	"pick up condiments"
147	8050	"throw away the containers"
43	4650	"look at order number"
32	0	"then entering a  restaurant"
27	5810	"wait for the ordered food"
27	1140	"Wait in line to order my food"
22	6130	"select a place to sit"
22	556000	"put up credit card"
21	494	"Give the worker money"
21	2320	"take food to table"
20	3150	"wait for number to be called"
17	8360	"wait for food to be ready"
16	6610	"Pick the items I want"
16	0	"go to ordering counter"
16	0	"Confirm order and leave"
14	5510	"order a bottle of coke"
14	181000	"Gather my order"
13	1460	"order a drumstick"
10	753	"look at menu board"
10	3150	"decide on food and drink"
10	0	"take trash to receptacle"
10	0	"I drive up to the menu"
5	85	"pick up food when ready"
5	26	"receive food at counter"
5	0	"wait for order to be done"
5	0	"tell cashier your order"
5	0	"proceed to front counter"
0	201	"get napkins and condiments"
0	0	"take food tray to vacant table"
0	0	"swipe credit card in scanner"
0	0	"receive tray with order"
0	0	"put away trays and trash"
0	0	"place tray in stack"
0	0	"order non veg foods"
0	0	"order items from wall menu"
0	0	"listen to cashier repeat order"
0	0	"listen for total price"
0	0	"give order to the employee"
0	0	"examine menu board"
0	0	"dispense soda into cup"
0	0	"Announce my order to worker"
